,day,time,user,hub name,playlist name,playlist id,description,image url,length,type,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
1616,2022-04-16,16:00:00,female user,Suggested artists,Olivia Rodrigo,,,https://i.scdn.co/image/ab67616100005174ee954a3b5418065c2fe253fb,,artist,,,,,,,,,
1617,2022-04-16,16:00:00,female user,Suggested artists,Elley Duhé,,,https://i.scdn.co/image/ab67616100005174564cff843544fc4933fdae10,,artist,,,,,,,,,
1618,2022-04-16,16:00:00,female user,Suggested artists,Antoon,,,https://i.scdn.co/image/ab676161000051741755c9e826c3fc23361344d2,,artist,,,,,,,,,
1619,2022-04-16,16:00:00,female user,Suggested artists,Glass Animals,,,https://i.scdn.co/image/ab6761610000517466b27eccb69756f8eceabc23,,artist,,,,,,,,,
1620,2022-04-16,16:00:00,female user,Suggested artists,Ckay,,,https://i.scdn.co/image/ab67616100005174ea3fa9954a2bbeeb43ba86ae,,artist,,,,,,,,,
1621,2022-04-16,16:00:00,female user,Suggested artists,Tate McRae,,,https://i.scdn.co/image/ab6761610000517405b70f90124c7e3ec23d0706,,artist,,,,,,,,,
1622,2022-04-16,16:00:00,female user,Suggested artists,Benson Boone,,,https://i.scdn.co/image/ab67616100005174cd92b0673d5bd027e30bc441,,artist,,,,,,,,,
1623,2022-04-16,16:00:00,female user,Suggested artists,Lauren Spencer-Smith,,,https://i.scdn.co/image/ab67616100005174cb07ca00a965720e34bf713f,,artist,,,,,,,,,
1624,2022-04-16,16:00:00,female user,More like Charlie Puth,10 Summers You Won't Forget ,,"This decade's summers are over, but the music is neverending.",https://i.scdn.co/image/ab67706f0000000227492b763e63a7bd014dde02,,playlist,,,,,,,,,
1625,2022-04-16,16:00:00,female user,More like Charlie Puth,De Hits uit 2016,,De grootste hits uit het jaar 2016. Cover: Justin Bieber,https://i.scdn.co/image/ab67706f00000002a475d88eba8f9b47044e6b5c,,playlist,,,,,,,,,
1626,2022-04-16,16:00:00,female user,More like Charlie Puth,Cheat Codes ,,,https://i.scdn.co/image/ab67616100005174cb544b5e96678d7b37f46d14,,artist,,,,,,,,,
1627,2022-04-16,16:00:00,female user,More like Charlie Puth,Zedd,,,https://i.scdn.co/image/ab676161000051741751e951b4969c4ae957a328,,artist,,,,,,,,,
1628,2022-04-16,16:00:00,female user,More like Charlie Puth,Louis Tomlinson,,,https://i.scdn.co/image/ab67616100005174926f5a032b7d7ac4700a0bc0,,artist,,,,,,,,,
1629,2022-04-16,16:00:00,female user,More like Charlie Puth,Zac Efron,,,https://i.scdn.co/image/0e765a290d9384ec383d50845e6a5821fc26eb33,,artist,,,,,,,,,
1630,2022-04-16,16:00:00,female user,More like Charlie Puth,Songs to Sing in the Shower ,,Make your shower more uplifting by singing along to these hits.,https://i.scdn.co/image/ab67706f0000000224893f0507c0fe2855565438,,playlist,,,,,,,,,
1631,2022-04-16,16:00:00,female user,More like Charlie Puth,Nervous System ,,,https://i.scdn.co/image/ab67616d00001e02a5acfd33d055ca075b829cc1,,album,Julia Michaels,,,,,,,,
1632,2022-04-16,16:00:00,female user,More like Charlie Puth,From A Distance ,,,https://i.scdn.co/image/ab67616d00001e028df32d44afcfe6852259e624,,,Stanaj,,,,,,,,
1633,2022-04-16,16:00:00,female user,More like Charlie Puth,Too Much ,,,https://i.scdn.co/image/ab67616d00001e02d08a876b1e513b3c647ecb72,,,Timeflies,,,,,,,,
1634,2022-04-16,16:00:00,female user,Today's Biggest Hits,Summer '22,,Zo klinkt het voorjaar van 2022 en laat die zomer maar komen!,https://i.scdn.co/image/ab67706f00000002835b7c5625fe92e2a09ae20b,,playlist,,,,,,,,,
1635,2022-04-16,16:00:00,female user,Today's Biggest Hits,Mega Hit Mix ,,A mega mix of 75 favorites from the last few years!,https://i.scdn.co/image/ab67706f00000002db32a17c1f5291b19317b62e,,playlist,,,,,,,,,
1636,2022-04-16,16:00:00,female user,Today's Biggest Hits,Disney Hits ,,"All of your favorite Disney hits, incl…from Encanto. Stream Disney's Encanto on Disney+.",https://i.scdn.co/image/ab67706f00000002e11581082cde28eda64847a1,,playlist,,,,,,,,,
1637,2022-04-16,16:00:00,female user,Today's Biggest Hits,Beste van NL ,,De grootste Nederlandse hits van vroeger en nu. Cover: Matt Simons & Tabitha,https://i.scdn.co/image/ab67706f00000002cd9acd0dbb668c1839cc2b32,,playlist,,,,,,,,,
1638,2022-04-16,16:00:00,female user,Today's Biggest Hits,RapCaviar ,,"Music from Jack Harlow, DaBaby, YoungBoy Never Broke Again and Gucci Mane.",https://i.scdn.co/image/ab67706f0000000248d3cc781387d1fcf6dfbaec,,playlist,,,,,,,,,
1639,2022-04-16,16:00:00,female user,Today's Biggest Hits,Baila Reggaeton ,,"Reggaeton hits from Anitta, Daddy Yankee, Karol G, and more!",https://i.scdn.co/image/ab67706f00000002f194d798c2b1f16b6eaccc2c,,playlist,,,,,,,,,
1640,2022-04-16,16:00:00,female user,Today's Biggest Hits,Stay Tuned!,,,,,playlist,,,,,,,,,
1641,2022-04-16,16:00:00,female user,Today's Biggest Hits,Viral Hits ,,"Viral, trending and taking off.",https://i.scdn.co/image/ab67706f000000026bdff7dc0e53fe6ca17749b5,,playlist,,,,,,,,,
1642,2022-04-16,16:00:00,female user,Today's Biggest Hits,Are & Be ,,The pulse of R&B music today. Cover: Muni Long,https://i.scdn.co/image/ab67706f00000002e4eaac4f5a2cb0527730b29c,,playlist,,,,,,,,,
1643,2022-04-16,16:00:00,female user,Today's Biggest Hits,Woordenschat ,,De geit Hef op de cover!,https://i.scdn.co/image/ab67706f00000002bdb6686137352d70300063f0,,playlist,,,,,,,,,
1644,2022-04-16,16:00:00,female user,More like Harry Styles ,Best of the Decade For You ,,A few of the many great…om the past 10 years in a playlist tuned for you.,https://i.scdn.co/image/ab67706f00000002ba77a2166a7b66e9a300ffaa,,playlist,,,,,,,,,
1645,2022-04-16,16:00:00,female user,More like Harry Styles ,Julia Michaels,,,https://i.scdn.co/image/ab676161000051749c3cf97e7f1fb6555d5208b7,,artist,,,,,,,,,
1646,2022-04-16,16:00:00,female user,More like Harry Styles ,Hailee Steinfeld,,,https://i.scdn.co/image/ab676161000051743b575926851ffbfc337e271b,,artist,,,,,,,,,
1647,2022-04-16,16:00:00,female user,More like Harry Styles ,10s Love Songs ,,Unforgettable love songs from the 2010s.,https://i.scdn.co/image/ab67706f00000002b9f8c770d6c21dadcc152091,,playlist,,,,,,,,,
1648,2022-04-16,16:00:00,female user,More like Harry Styles ,homework vibes,,Some bops to take the pain of homework away.,https://i.scdn.co/image/ab67706f000000024350d49f3b25f1c74479e4bb,,playlist,,,,,,,,,
1649,2022-04-16,16:00:00,female user,More like Harry Styles ,FOUR (Deluxe) ,,,https://i.scdn.co/image/ab67616d00001e02d304ba2d71de306812eebaf4,,album,One Direction,,,,,,,,
1650,2022-04-16,16:00:00,female user,More like Harry Styles ,Demi,,,https://i.scdn.co/image/ab67616d00001e02aadb13ae608f6af20528409b,,album,Demi Lovato,,,,,,,,
1651,2022-04-16,16:00:00,female user,More like Harry Styles ,Manic,,,https://i.scdn.co/image/ab67616d00001e027636e1c9e67eaafc9f49aefd,,album,Halsey,,,,,,,,
1652,2022-04-16,16:00:00,female user,Featured Charts,Top Songs Global,,,,,playlist,,,,,,,,,
1653,2022-04-16,16:00:00,female user,Featured Charts,Top Songs Nederland,,,,,playlist,,,,,,,,,
1654,2022-04-16,16:00:00,female user,Featured Charts,Top 50 Global,,,,,playlist,,,,,,,,,
1655,2022-04-16,16:00:00,female user,Featured Charts,Viral 50 Global,,,,,playlist,,,,,,,,,
1656,2022-04-16,16:00:00,female user,Featured Charts,Viral 50 Netherlands,,,,,playlist,,,,,,,,,
1657,2022-04-16,16:00:00,female user,Mood,Chill Hits,,Kick back to the best new and recent chill hits,https://i.scdn.co/image/ab67706f00000002ac10fb2125b4c86478c85a20,,playlist,,,,,,,,,
1658,2022-04-16,16:00:00,female user,Mood,Happy Tunes,,Voel je goed met deze tijdloze Happy Tunes!,https://i.scdn.co/image/ab67706f000000023e39aef5f2e675150dcfcc0a,,playlist,,,,,,,,,
1659,2022-04-16,16:00:00,female user,Mood,Instrumental Study,,A soft musical backdrop for your studies.,,,playlist,,,,,,,,,
1660,2022-04-16,16:00:00,female user,Mood,Life Sucks,,"Does school, your love life or work suck? Or are you just having a bad day?",https://i.scdn.co/image/ab67706f00000002f5e3bf0413ec122f118e5f08,,playlist,,,,,,,,,
1661,2022-04-16,16:00:00,female user,Mood,t Koffiehuis,,Koffie met gemoedelijke muziek op de achtergrond.,https://i.scdn.co/image/ab67706f000000027b57fc0419aa2933af2f9c6b,,playlist,,,,,,,,,
1662,2022-04-16,16:00:00,female user,Mood,Peaceful Piano,,Relax and indulge with beautiful piano pieces,'https://i.scdn.co/image/ab67706f00000002ca5a7517156021292e5663a6,,playlist,,,,,,,,,
1663,2022-04-16,16:00:00,female user,Mood,Broken Heart,,Nurse your emotional wounds with these heartbreak tracks.,https://i.scdn.co/image/ab67706f0000000250f34f0e7a0b73effe02fa6f,,playlist,,,,,,,,,
1664,2022-04-16,16:00:00,female user,Mood,Vibes ,,Dit is een hele vibe met Antoon & Big2,https://i.scdn.co/image/ab67706f00000002365b0ccaddf78056f587b6c6,,playlist,,,,,,,,,
1665,2022-04-16,16:00:00,female user,Mood,Songs to Sing in the Shower,,Make your shower more uplifting by singing along to these hits.,,,playlist,,,,,,,,,
1666,2022-04-16,16:00:00,female user,Sing-along,Songs to Sing in the Shower,,Make your shower more uplifting by singing along to these hits.,,,playlist,,,,,,,,,
1667,2022-04-16,16:00:00,female user,Sing-along,Guilty Pleasures ,,Embrace your secret favorites.,,,playlist,,,,,,,,,
1668,2022-04-16,16:00:00,female user,Sing-along,Déjà Vu,,100 liedjes voor al die mooie herinneringen.,,,playlist,,,,,,,,,
1669,2022-04-16,16:00:00,female user,Sing-along,K-Club Party,,Let's party & clubbing with your favorite K-pop dance hits!! (Cover: \bNCT DREAM) [지금 가장 핫한 댄스곡들을 만나보세요.],,,playlist,,,,,,,,,
1670,2022-04-16,16:00:00,female user,Sing-along,Karaoke Duets,, Grab a partner and belt out these popular duets.,,,playlist,,,,,,,,,
1671,2022-04-16,16:00:00,female user,Sing-along,Sing-along: 90's to Now,,Top pop and rock anthems from the 90's until today.,,,playlist,,,,,,,,,
1672,2022-04-16,16:00:00,female user,Sing-along,Sing along K-Pop,,,,,playlist,,,,,,,,,
1673,2022-04-16,16:00:00,female user,Sing-along,Classic Pop Picks,,,,,playlist,,,,,,,,,
1674,2022-04-16,16:00:00,female user,Sing-along,Hits from the Musical,,,,,playlist,,,,,,,,,
1675,2022-04-16,16:00:00,female user,Sing-along,The '80s All Lined Up,,,,,playlist,,,,,,,,,
1676,2022-04-16,16:00:00,female user,Fresh new music,New Music Friday NL,,"New music from Swedish House Mafia, Lizzo, Conan Gray, Phoebe Bridgers, and more!",,,playlist,,,,,,,,,
1677,2022-04-16,16:00:00,female user,Fresh new music,Fresh Pop,,,,,playlist,,,,,,,,,
1678,2022-04-16,16:00:00,female user,Fresh new music,Stay Tuned!,,Luister naar de fijnste nieuwe songs en hits van dit moment! Cover: Lizzo,,,playlist,,,,,,,,,
1679,2022-04-16,16:00:00,female user,Fresh new music,New Music Friday,,,,,playlist,,,,,,,,,
1680,2022-04-16,16:00:00,female user,Fresh new music,Afro Hits,,Feel-good Afropop from Europe and Africa. Cover: Pheelz,,,playlist,,,,,,,,,
1681,2022-04-16,16:00:00,female user,Fresh new music,Most Necessary,,,,,playlist,,,,,,,,,
1682,2022-04-16,16:00:00,female user,Fresh new music,Je Moerstaal,,,,,playlist,,,,,,,,,
1683,2022-04-16,16:00:00,female user,Fresh new music,just hits,,,,,playlist,,,,,,,,,
1684,2022-04-16,16:00:00,female user,Workout,Top Hits Workout,,Hits om je helemaal mee in het zweet te werken.,https://i.scdn.co/image/ab67706f00000002ce16b67928220d1e86978425,,playlist,,,,,,,,,
1685,2022-04-16,16:00:00,female user,Workout,Beast Mode ,,Get your beast mode on!,https://i.scdn.co/image/ab67706f000000029249b35f23fb596b6f006a15,,playlist,,,,,,,,,
1686,2022-04-16,16:00:00,female user,Workout,Workout ,,Pop hits to keep your workout fresh.,https://i.scdn.co/image/ab67706f000000029cc6891dbc9b7292361bd673,,playlist,,,,,,,,,
1687,2022-04-16,16:00:00,female user,Workout,Fun Run,,Put a spring in your step with these mood boosting tracks.,https://i.scdn.co/image/ab67706f00000002ace81b7196d88005082b0f72,,playlist,,,,,,,,,
1688,2022-04-16,16:00:00,female user,Workout,Motivation Mix ,,Uplifting and energetic music that helps you stay motivated.,https://i.scdn.co/image/ab67706f000000025f2635e031078672e7b384a5,,playlist,,,,,,,,,
1689,2022-04-16,16:00:00,female user,Workout,Power Workout ,,For whatever activity you do that may need a punch of intensity!,https://i.scdn.co/image/ab67706f000000025b9afc20f73de2953ea450f7,,playlist,,,,,,,,,
1690,2022-04-16,16:00:00,female user,Workout,Cardio ,,Upbeat dance pop to keep your heart pumping.,https://i.scdn.co/image/ab67706f00000002eee1365954b35d0def7bb1b5,,playlist,,,,,,,,,
1691,2022-04-16,16:00:00,female user,Workout,Run This Town ,,Run to the world of R&B and hip-hop.,https://i.scdn.co/image/ab67706f000000023f22beb2471ef8949bb95d97,,playlist,,,,,,,,,
1692,2022-04-16,16:00:00,female user,Workout,Power Hour ,,Tap it back or go for a spin with these uptempo tracks!,https://i.scdn.co/image/ab67706f00000002a0771224543218ad74dc1c7b,,playlist,,,,,,,,,
1693,2022-04-16,16:00:00,female user,Workout,Workout Beats,,Need to break a sweat? Turn these jams up and stay motivated!,https://i.scdn.co/image/ab67706f0000000244974902f0d4e2f4613bc3b0,,playlist,,,,,,,,,
1694,2022-04-16,16:00:00,female user,More like Camila Cabello,Zedd ,,,https://i.scdn.co/image/ab676161000051741751e951b4969c4ae957a328,,artist,,,,,,,,,
1695,2022-04-16,16:00:00,female user,More like Camila Cabello,Bebe Rexha ,,,https://i.scdn.co/image/ab67616100005174abfac786f093c4da55c99d4e,,artist,,,,,,,,,
1696,2022-04-16,16:00:00,female user,More like Camila Cabello,Daya ,,,https://i.scdn.co/image/ab676161000051741bd4d403a7428035b381a535,,artist,,,,,,,,,
1697,2022-04-16,16:00:00,female user,More like Camila Cabello,10s Love Songs ,,Unforgettable love songs from the 2010s.,https://i.scdn.co/image/ab67706f00000002b9f8c770d6c21dadcc152091,,playlist,,,,,,,,,
1698,2022-04-16,16:00:00,female user,More like Camila Cabello,Positive Vibes,,Turn that frown upside down with these pop classics.,https://i.scdn.co/image/ab67706f00000002cfb9853b43822a01fe707f9a,,playlist,,,,,,,,,
1699,2022-04-16,16:00:00,female user,More like Camila Cabello,Singular Act I,,,https://i.scdn.co/image/ab67616d00001e0238b27a27cea311f34bb68eff,,album, Sabrina Carp,,,,,,,,
1700,2022-04-16,16:00:00,female user,More like Camila Cabello,Nervous System ,,,https://i.scdn.co/image/ab67616d00001e02a5acfd33d055ca075b829cc1,,album,Julia Michaels,,,,,,,,
1701,2022-04-16,16:00:00,female user,More like Camila Cabello,Demi,,,https://i.scdn.co/image/ab67616d00001e02aadb13ae608f6af20528409b,,album,Demi Lovato,,,,,,,,
1702,2022-04-16,16:00:00,female user,More like Camila Cabello,Speak Your Mind (Deluxe),,,https://i.scdn.co/image/ab67616d00001e0238aae75dc37fb42457866ffd,,album,Anne-Marie,,,,,,,,
1703,2022-04-16,16:00:00,female user,Chill,t Koffiehuis,,Koffie met gemoedelijke muziek op de achtergrond.,https://i.scdn.co/image/ab67706f000000027b57fc0419aa2933af2f9c6b,,playlist,,,,,,,,,
1704,2022-04-16,16:00:00,female user,Chill,Peaceful Piano ,,Relax and indulge with beautiful piano pieces,https://i.scdn.co/image/ab67706f00000002ca5a7517156021292e5663a6,,playlist,,,,,,,,,
1705,2022-04-16,16:00:00,female user,Chill,Vibes ,,Dit is een hele vibe met Antoon & Big2,https://i.scdn.co/image/ab67706f00000002365b0ccaddf78056f587b6c6,,playlist,,,,,,,,,
1706,2022-04-16,16:00:00,female user,Chill,lofi beats ,,"Purrrr with beats to chill, relax, study, code, focus, and sleep... 🐱",https://i.scdn.co/image/ab67706f00000002be1c2e19e2888aba7bd111ac,,playlist,,,,,,,,,
1707,2022-04-16,16:00:00,female user,Chill,Soft Pop Hits ,,Listen to easy songs from your favorite artists! Cover: John Legend,https://i.scdn.co/image/ab67706f00000002859d3a73eba089bfe8c3b0b8,,playlist,,,,,,,,,
1708,2022-04-16,16:00:00,female user,Chill,Chilled R&B,,,,,,,,,,,,,,
1709,2022-04-16,16:00:00,female user,Chill,Chill Vibes,,,,,,,,,,,,,,
1710,2022-04-16,16:00:00,female user,Chill,Acoustic Favorites,,Lose yourself to over 5 hours of acoustic goodness.,https://i.scdn.co/image/ab67706f0000000223b510f4800f649a51709ac7,,playlist,,,,,,,,,
1711,2022-04-16,16:00:00,female user,Chill,Chillin' on a Dirt Road ,,Country music to get you back to the basics.,https://i.scdn.co/image/ab67706f00000002f5b078962d37890234b76125,,playlist,,,,,,,,,
1712,2022-04-16,16:00:00,female user,Recommended for you today,Familia,,,,,album,Camila Cabello,,,,,,,,
1713,2022-04-16,16:00:00,female user,Recommended for you today,30,,,,,album,Adele,,,,,,,,
1714,2022-04-16,16:00:00,female user,Recommended for you today,abcdefu,,,,,single,GAYLE,,,,,,,,
1715,2022-04-16,16:00:00,female user,Recommended for you today,she's all i wanna be,,,,,single,Tate McRae,,,,,,,,
1716,2022-04-16,16:00:00,female user,Recommended for you today,When You're Gone,,,,,single,Shawn Mendes,,,,,,,,
1717,2022-04-16,16:00:00,female user,Recommended for you today,=,,,,,album,Ed Sheeran,,,,,,,,
1718,2022-04-16,16:00:00,female user,Recommended for you today,Happier Than Ever (Edit),,,,,single,Billie Eilish,,,,,,,,
1719,2022-04-16,16:00:00,female user,Recommended for you today,Mercury - Act 1,,,,,album,Imagine Dragons,,,,,,,,
1720,2022-04-16,16:00:00,female user,Recommended for you today,Music Of The Spheres,,,,,album,Coldplay,,,,,,,,
1721,2022-04-16,16:00:00,female user,Recommended for you today,Light Switch (Instrumental),,,,,single,Charlie Puth,,,,,,,,
1722,2022-04-16,16:00:00,female user,instrumental,Instrumental Study,,A soft musical backdrop for your studies.,https://i.scdn.co/image/ab67706f000000025ec8c003898b36c6f73dfac7,,playlist,,,,,,,,,
1723,2022-04-16,16:00:00,female user,instrumental,lofi beats ,/playlist/37i9dQZF1DWWQRwui0ExPn,"Purrrr with beats to chill, relax, study, code, focus, and sleep... 🐱",https://i.scdn.co/image/ab67706f00000002be1c2e19e2888aba7bd111ac,,playlist,,,,,,,,,
1724,2022-04-16,16:00:00,female user,instrumental,Intense Studying ,,Focus-enhancing piano for your study session.,https://i.scdn.co/image/ab67706f0000000218e20d8d2bc7aa007d305e57,,playlist,,,,,,,,,
1725,2022-04-16,16:00:00,female user,instrumental,Sleep ,,Gentle ambient piano to help you fall asleep.,https://i.scdn.co/image/ab67706f00000002b70e0223f544b1faa2e95ed0,,playlist,,,,,,,,,
1726,2022-04-16,16:00:00,female user,instrumental,Maximum Concentration ,,Muziek voor de optimale concentratie.,https://i.scdn.co/image/ab67706f00000002a08f43c2095e41e28d783b94,,playlist,,,,,,,,,
1727,2022-04-16,16:00:00,female user,instrumental,Peaceful Meditation ,,Breathe. Sense. Feel. Transcend.,https://i.scdn.co/image/ab67706f0000000212cf5fd4624cce89f748ec99,,playlist,,,,,,,,,
1728,2022-04-16,16:00:00,female user,instrumental,Techno Bunker ,,Welcome to the dark side of the club.,https://i.scdn.co/image/ab67706f00000002f423287bdf2209a86980a51c,,playlist,,,,,,,,,
1729,2022-04-16,16:00:00,female user,instrumental,Jazz Vibes,,,,,playlist,,,,,,,,,
1730,2022-04-16,16:00:00,female user,instrumental,Piano in the Background,,,,,playlist,,,,,,,,,
1731,2022-04-16,19:00:00,female user,To get you started,Camila Cabello-Mix,,"Jax Jones, Shawn Mendes, Anne-Marie and more",,,playlist,,,,,,,,,
1732,2022-04-16,19:00:00,female user,To get you started,Queen Mix,,"Elton John, Led Zeppelin, Aerosmith and more",,,playlist,,,,,,,,,
1733,2022-04-16,19:00:00,female user,To get you started,Pink Floyd Mix,,"David Bowie, Led Zeppelin, Electric Light and more",,,playlist,,,,,,,,,
1734,2022-04-16,19:00:00,female user,To get you started,Harry Styles Mix,,"Camila Cabello, Dua Lipa, Alessia Cara and more",,,playlist,,,,,,,,,
1735,2022-04-16,19:00:00,female user,To get you started,Ckay Mix,,"$hirak, Ashafar, Rema and more",,,playlist,,,,,,,,,
1736,2022-04-16,19:00:00,female user,To get you started,Charlie Puth Mix,,"blackbear, Camila Cabello, Selena Gomez and more",,,playlist,,,,,,,,,
1737,2022-04-16,19:00:00,female user,Try something else,Hot Hits NL ,,De 50 populairste hits van Nederland. Cover: Harry Styles,,,playlist,,,,,,,,,
1738,2022-04-16,19:00:00,female user,Try something else,Top 50 Netherlands,,,,,playlist,,,,,,,,,
1739,2022-04-16,19:00:00,female user,Try something else,Top 2000,,Luister naar de Top 2000 van NPO Radio 2! - Editie 2021.,,,playlist,,,,,,,,,
1740,2022-04-16,19:00:00,female user,Try something else,Today's Top Hits,/playlist/37i9dQZF1DXcBWIGoYBM5M,Jack Harlow is on top of the Hottest 50!,https://i.scdn.co/image/ab67706f0000000243bc1bfd24db8f3ce8b48ab9,,playlist,,,,,,,,,
1741,2022-04-16,19:00:00,female user,Try something else,Top Songs Netherlands,,,,,playlist,,,,,,,,,
1742,2022-04-16,19:00:00,female user,Try something else,Top 50 Global,,,,,playlist,,,,,,,,,
1743,2022-04-16,19:00:00,female user,Try something else,Songs to Sing in the Shower,,Make your shower more uplifting by singing along to these hits.,,,playlist,,,,,,,,,
1744,2022-04-16,19:00:00,female user,Try something else,Top Songs Global,,,,,playlist,,,,,,,,,
1745,2022-04-16,19:00:00,female user,Try something else,Hit Rewind,,Listen to all the tracks you've been missing. Cover: The Weeknd,https://i.scdn.co/image/ab67706f00000002ca64210a23622427ec19c4a6,,playlist,,,,,,,,,
1746,2022-04-16,19:00:00,female user,More like Pop Rising,Today's Top Hits,/playlist/37i9dQZF1DXcBWIGoYBM5M,Jack Harlow is on top of the Hottest 50!,https://i.scdn.co/image/ab67706f0000000243bc1bfd24db8f3ce8b48ab9,,playlist,,,,,,,,,
1747,2022-04-16,19:00:00,female user,More like Pop Rising,Pop Sauce,,next gen pop featuring Leah Kate,https://i.scdn.co/image/ab67706f00000002ea7ab4687b2a5c6c59c9a7ad,,playlist,,,,,,,,,
1748,2022-04-16,19:00:00,female user,More like Pop Rising,Fresh & Chill,,,,,playlist,,,,,,,,,
1749,2022-04-16,19:00:00,female user,More like Pop Rising,Summer '22,,Zo klinkt het voorjaar van 2022 en laat die zomer maar komen!,https://i.scdn.co/image/ab67706f00000002835b7c5625fe92e2a09ae20b,,playlist,,,,,,,,,
1750,2022-04-16,19:00:00,female user,More like Pop Rising,young & free,,,,,playlist,,,,,,,,,
1751,2022-04-16,19:00:00,female user,More like Pop Rising,Viral Hits NL ,,Viral Hits. Cover: Tom Walker,https://i.scdn.co/image/ab67706f00000002479456c3510c0cdac7d0d467,,playlist,,,,,,,,,
1752,2022-04-16,19:00:00,female user,More like Pop Rising,Fresh Pop,,Ontdek nieuwe pop favorieten! Cover: Lauren Spencer-Smith,https://i.scdn.co/image/ab67706f0000000276a57103ac5eb2c346f5475a,,playlist,,,,,,,,,
1753,2022-04-16,19:00:00,female user,More like Pop Rising,Singled Out,,,,,playlist,,,,,,,,,
1754,2022-04-16,19:00:00,female user,More like Pop Rising,All New All Now,,,,,playlist,,,,,,,,,
1755,2022-04-16,19:00:00,female user,More like Pop Rising,just hits,,,,,playlist,,,,,,,,,
1756,2022-04-16,19:00:00,female user,Throwback,Hit Rewind ,,Listen to all the tracks you've been missing. Cover: The Weeknd,https://i.scdn.co/image/ab67706f00000002ca64210a23622427ec19c4a6,,playlist,,,,,,,,,
1757,2022-04-16,19:00:00,female user,Throwback,All Out 2000s ,, The biggest songs of the 2000s,https://i.scdn.co/image/ab67706f000000021439702c44c412a2db32b21e,,playlist,,,,,,,,,
1758,2022-04-16,19:00:00,female user,Throwback,All Out 2010s,,"The Chainsmokers are celebrating 5 years of ""Memories...Do Not Open",https://i.scdn.co/image/ab67706f000000020a255d63f392f2b51d603ef2,,playlist,,,,,,,,,
1759,2022-04-16,19:00:00,female user,Throwback,Throwback Party,,"Here it is, the playlist for the ultimate throwback bash!",https://i.scdn.co/image/ab67706f00000002c2fee598041199023d2164b8,,playlist,,,,,,,,,
1760,2022-04-16,19:00:00,female user,Throwback,All Out 90s,,The biggest songs of the 1990s. Cover: En Vogue,https://i.scdn.co/image/ab67706f00000002c93b67b0e7353e5c0007c0a4,,playlist,,,,,,,,,
1761,2022-04-16,19:00:00,female user,Throwback,Top Hits of 2018 ,,Rewind and rediscover big songs of 2018. Cover: Post Malone.,https://i.scdn.co/image/ab67706f000000025de49a1d6e08007ab7dbd927,,playlist,,,,,,,,,
1762,2022-04-16,19:00:00,female user,Throwback,Rock Classics,,Rock legends & epic songs that continue to inspire generations.,https://i.scdn.co/image/ab67706f000000027f5ef5423f28f282ac53650e,,playlist,,,,,,,,,
1763,2022-04-16,19:00:00,female user,Throwback,All Out 80s,,The biggest songs of the 1980s.,https://i.scdn.co/image/ab67706f0000000284a725e6f3d69525afd9e1a7,,playlist,,,,,,,,,
1764,2022-04-16,19:00:00,female user,Throwback,I Love My 2000s R&B ,,Check out these throwback R&B j…t decade of the 21st century. Cover: Mary J Blige,https://i.scdn.co/image/ab67706f00000002dca045d605268c68f728e3a9,,playlist,,,,,,,,,
1765,2022-04-16,19:00:00,female user,Throwback,Top Hits of 2017,,Rewind and rediscover big songs of 2017.,https://i.scdn.co/image/ab67706f000000029f7ebbce6c0b0de38010c272,,playlist,,,,,,,,,
1766,2022-04-16,19:00:00,female user,Suggested artists,GAYLE,,,https://i.scdn.co/image/ab676161000051745b5c8ffc310c50665586e424,,artist,,,,,,,,,
1767,2022-04-16,19:00:00,female user,Suggested artists,The Kid LAROI,,,https://i.scdn.co/image/ab67616100005174152a7ee8fc0469aaeb015f02,,artist,,,,,,,,,
1768,2022-04-16,19:00:00,female user,Suggested artists,Nicky Youre,,,,,artist,,,,,,,,,
1769,2022-04-16,19:00:00,female user,Suggested artists,Olivia Rodrigo,,,https://i.scdn.co/image/ab67616100005174ee954a3b5418065c2fe253fb,,artist,,,,,,,,,
1770,2022-04-16,19:00:00,female user,Suggested artists,Dylan Conrique,,,,,artist,,,,,,,,,
1771,2022-04-16,19:00:00,female user,Suggested artists,Glass Animals,,,https://i.scdn.co/image/ab6761610000517466b27eccb69756f8eceabc23,,artist,,,,,,,,,
1772,2022-04-16,19:00:00,female user,Suggested artists,Elley Duhé,,,https://i.scdn.co/image/ab67616100005174564cff843544fc4933fdae10,,artist,,,,,,,,,
1773,2022-04-16,19:00:00,female user,Suggested artists,Tate McRae,,,https://i.scdn.co/image/ab6761610000517405b70f90124c7e3ec23d0706,,artist,,,,,,,,,
1774,2022-04-16,19:00:00,female user,Suggested artists,Robinson,,,,,artist,,,,,,,,,
1775,2022-04-16,19:00:00,female user,Suggested artists,Antoon,,,https://i.scdn.co/image/ab676161000051741755c9e826c3fc23361344d2,,artist,,,,,,,,,
1776,2022-04-16,19:00:00,female user,Party,Girls' Night,,,,,playlist,,,,,,,,,
1777,2022-04-16,19:00:00,female user,Party,Throwback Party,,,,,playlist,,,,,,,,,
1778,2022-04-16,19:00:00,female user,Party,Dance Party,,,,,playlist,,,,,,,,,
