;day;time;hub name;playlist name;type;playlist count;hub count
2531;17-04-2022;16:00:00;recommended for you today;shes all i wanna be;single;27;309
2532;17-04-2022;16:00:00;recommended for you today;when youre gone;single;28;309
2533;17-04-2022;16:00:00;recommended for you today;sweetest pie;single;19;309
2534;17-04-2022;16:00:00;recommended for you today;complete mess;single;16;309
2535;17-04-2022;16:00:00;recommended for you today;high;single;16;309
2536;17-04-2022;16:00:00;recommended for you today;growing up is ;album;9;309
2537;17-04-2022;16:00:00;recommended for you today;freaky deaky;single;5;309
2538;17-04-2022;16:00:00;recommended for you today;fast times;single;5;309
2539;17-04-2022;16:00:00;recommended for you today;attention;single;14;309
2540;17-04-2022;16:00:00;recommended for you today;light switch instrumental;single;17;309
2541;17-04-2022;16:00:00;chill;t koffiehuis;playlist;45;318
2542;17-04-2022;16:00:00;chill;peaceful piano;playlist;65;318
2543;17-04-2022;16:00:00;chill;vibes;playlist;48;318
2544;17-04-2022;16:00:00;chill;lofi beats;playlist;72;318
2545;17-04-2022;16:00:00;chill;soft pop hits;playlist;34;318
2546;17-04-2022;16:00:00;chill;chilled rb;playlist;10;318
2547;17-04-2022;16:00:00;chill;chill vibes;playlist;22;318
2548;17-04-2022;16:00:00;chill;acoustic favorites;playlist;27;318
2549;17-04-2022;16:00:00;chill;chillin on a dirt road;playlist;11;318
2550;17-04-2022;16:00:00;instrumental;instrumental study;playlist;54;238
2551;17-04-2022;16:00:00;instrumental;lofi beats;playlist;72;238
2552;17-04-2022;16:00:00;instrumental;intense studying;playlist;25;238
2553;17-04-2022;16:00:00;instrumental;sleep;playlist;26;238
2554;17-04-2022;16:00:00;instrumental;maximum concentration;playlist;25;238
2555;17-04-2022;16:00:00;instrumental;peaceful meditation;playlist;27;238
2556;17-04-2022;16:00:00;instrumental;techno bunker;playlist;41;238
2557;17-04-2022;16:00:00;instrumental;jazz vibes;playlist;17;238
2558;17-04-2022;16:00:00;instrumental;piano in the background;playlist;11;238
2559;17-04-2022;19:00:00;to get you started;ckay mix;playlist;14;138
2560;17-04-2022;19:00:00;to get you started;dire straits mix;playlist;4;138
2561;17-04-2022;19:00:00;to get you started;tate mcrae mix;playlist;7;138
2562;17-04-2022;19:00:00;to get you started;queen mix;playlist;9;138
2563;17-04-2022;19:00:00;to get you started;disturbed mix;playlist;4;138
2564;17-04-2022;19:00:00;to get you started;deep purple mix;playlist;4;138
2565;17-04-2022;19:00:00;try something else;hot hits nl;playlist;25;279
2566;17-04-2022;19:00:00;try something else;top 50 netherlands;playlist;41;279
2567;17-04-2022;19:00:00;try something else;top 2000;playlist;29;279
2568;17-04-2022;19:00:00;try something else;todays top hits;playlist;43;279
2569;17-04-2022;19:00:00;try something else;top songs netherlands;playlist;32;279
2570;17-04-2022;19:00:00;try something else;top 50 global;playlist;58;279
2571;17-04-2022;19:00:00;try something else;songs to sing in the shower;playlist;86;279
2572;17-04-2022;19:00:00;try something else;top songs global;playlist;60;279
2573;17-04-2022;19:00:00;try something else;hit rewind;playlist;58;279
2574;17-04-2022;19:00:00;more like pop rising;todays top hits;playlist;43;145
2575;17-04-2022;19:00:00;more like pop rising;summer 22;playlist;49;145
2576;17-04-2022;19:00:00;more like pop rising;pop sauce;playlist;34;145
2577;17-04-2022;19:00:00;more like pop rising;fresh  chill;playlist;16;145
2578;17-04-2022;19:00:00;more like pop rising;fresh pop;playlist;59;145
2579;17-04-2022;19:00:00;more like pop rising;chill pop;playlist;12;145
2580;17-04-2022;19:00:00;more like pop rising;viral hits nl;playlist;29;145
2581;17-04-2022;19:00:00;more like pop rising;young  free;playlist;12;145
2582;17-04-2022;19:00:00;more like pop rising;singled out;playlist;15;145
2583;17-04-2022;19:00:00;more like pop rising;all new all now;playlist;15;145
2584;17-04-2022;19:00:00;dinner;dinner with friends;playlist;6;59
2585;17-04-2022;19:00:00;dinner;dinner music;playlist;6;59
2586;17-04-2022;19:00:00;dinner;feel good dinner;playlist;6;59
2587;17-04-2022;19:00:00;dinner;kitchen swagger;playlist;6;59
2588;17-04-2022;19:00:00;dinner;jazzy dinner;playlist;6;59
2589;17-04-2022;19:00:00;dinner;latin dinner;playlist;6;59
2590;17-04-2022;19:00:00;dinner;bossa nova dinner;playlist;6;59
2591;17-04-2022;19:00:00;dinner;the perfect italian dinner;playlist;5;59
2592;17-04-2022;19:00:00;dinner;diner entre amis;playlist;6;59
2593;17-04-2022;19:00:00;dinner;dinner lounge;playlist;6;59
2594;17-04-2022;19:00:00;more like imagine dragons;imagine dragons mix;playlist;10;70
2595;17-04-2022;19:00:00;more like imagine dragons;10s allerbeste;playlist;7;70
2596;17-04-2022;19:00:00;more like imagine dragons;best of rock 2012;playlist;5;70
2597;17-04-2022;19:00:00;more like imagine dragons;all out 2010s;playlist;36;70
2598;17-04-2022;19:00:00;more like imagine dragons;passenger;artist;4;70
2599;17-04-2022;19:00:00;more like imagine dragons;train;artist;8;70
2600;17-04-2022;19:00:00;more like imagine dragons;vance joy;artist;4;70
2601;17-04-2022;19:00:00;more like imagine dragons;of monsters and men;artist;4;70
2602;17-04-2022;19:00:00;more like imagine dragons;lukas graham;artist;4;70
2603;17-04-2022;19:00:00;more like imagine dragons;behind the light deluxe;album;4;70
2604;17-04-2022;19:00:00;throwback;hit rewind;playlist;58;318
2605;17-04-2022;19:00:00;throwback;all out 2000s;playlist;33;318
2606;17-04-2022;19:00:00;throwback;all out 2010s;playlist;36;318
2607;17-04-2022;19:00:00;throwback;throwback party;playlist;36;318
2608;17-04-2022;19:00:00;throwback;all out 90s;playlist;32;318
2609;17-04-2022;19:00:00;throwback;top hits of 2018;playlist;14;318
2610;17-04-2022;19:00:00;throwback;all out 80s;playlist;31;318
2611;17-04-2022;19:00:00;throwback;rock classics;playlist;42;318
2612;17-04-2022;19:00:00;throwback;i love my 2000s rb;playlist;13;318
2613;17-04-2022;19:00:00;throwback;top hits of 2017;playlist;13;318
2614;17-04-2022;19:00:00;todays biggest hits;mega hit mix;playlist;34;291
2615;17-04-2022;19:00:00;todays biggest hits;disney hits;playlist;32;291
2616;17-04-2022;19:00:00;todays biggest hits;beste van nl;playlist;36;291
2617;17-04-2022;19:00:00;todays biggest hits;rapcaviar;playlist;30;291
2618;17-04-2022;19:00:00;todays biggest hits;pop sauce;playlist;34;291
2619;17-04-2022;19:00:00;todays biggest hits;are  be;playlist;28;291
2620;17-04-2022;19:00:00;todays biggest hits;stay tuned;playlist;44;291
2621;17-04-2022;19:00:00;todays biggest hits;kpop on;playlist;5;291
2622;17-04-2022;19:00:00;todays biggest hits;baila reggaeton;playlist;34;291
2623;17-04-2022;19:00:00;more like jack harlow;best rap songs of 2019;playlist;9;170
2624;17-04-2022;19:00:00;more like jack harlow;signed xoxo;playlist;8;170
2625;17-04-2022;19:00:00;more like jack harlow;quality control;artist;9;170
2626;17-04-2022;19:00:00;more like jack harlow;smino;artist;8;170
2627;17-04-2022;19:00:00;more like jack harlow;bas;artist;5;170
2628;17-04-2022;19:00:00;more like jack harlow;mike;artist;5;170
2629;17-04-2022;19:00:00;more like jack harlow;mellow bars;playlist;6;170
2630;17-04-2022;19:00:00;more like jack harlow;war  leisure;album;5;170
2631;17-04-2022;19:00:00;more like jack harlow;rolling papers 2;album;5;170
2632;17-04-2022;19:00:00;more like jack harlow;a love letter to you 3;album;5;170
2633;17-04-2022;19:00:00;more like ed sheeran;soft 10s;playlist;7;81
2634;17-04-2022;19:00:00;more like ed sheeran;lewis capaldi;playlist;4;81
2635;17-04-2022;19:00:00;more like ed sheeran;little mix;playlist;13;81
2636;17-04-2022;19:00:00;more like ed sheeran;alessia cara;playlist;4;81
2637;17-04-2022;19:00:00;more like ed sheeran;10s love songs;playlist;22;81
2638;17-04-2022;19:00:00;more like ed sheeran;songs to sing in the shower;playlist;86;81
2639;17-04-2022;19:00:00;more like ed sheeran;mama acoustic;single;4;81
2640;17-04-2022;19:00:00;more like ed sheeran;rewrite the stars;single;4;81
2641;17-04-2022;19:00:00;more like ed sheeran;perspective;album;4;81
2642;17-04-2022;19:00:00;mood;chill hits;playlist;37;210
2643;17-04-2022;19:00:00;mood;happy tunes;playlist;34;210
2644;17-04-2022;19:00:00;mood;instrumental study;playlist;54;210
2645;17-04-2022;19:00:00;mood;life sucks;playlist;42;210
2646;17-04-2022;19:00:00;mood;t koffiehuis;playlist;45;210
2647;17-04-2022;19:00:00;mood;peaceful piano;playlist;65;210
2648;17-04-2022;19:00:00;mood;broken heart;playlist;31;210
2649;17-04-2022;19:00:00;mood;vibes;playlist;48;210
2650;17-04-2022;19:00:00;mood;songs to sing in the shower;playlist;86;210
2651;17-04-2022;19:00:00;suggested artists;gayle;artist;27;313
2652;17-04-2022;19:00:00;suggested artists;the kid laroi;artist;27;313
2653;17-04-2022;19:00:00;suggested artists;nicky youre;artist;21;313
2654;17-04-2022;19:00:00;suggested artists;olivia rodrigo;artist;27;313
2655;17-04-2022;19:00:00;suggested artists;dylan conrique;artist;21;313
2656;17-04-2022;19:00:00;suggested artists;glass animals;artist;27;313
2657;17-04-2022;19:00:00;suggested artists;elley duh;artist;27;313
2658;17-04-2022;19:00:00;suggested artists;tate mcrae;artist;25;313
2659;17-04-2022;19:00:00;suggested artists;robinson;artist;21;313
2660;17-04-2022;19:00:00;suggested artists;antoon;artist;20;313
2661;17-04-2022;19:00:00;fresh new music;new music friday;playlist;35;317
2662;17-04-2022;19:00:00;fresh new music;fresh pop;playlist;59;317
2663;17-04-2022;19:00:00;fresh new music;stay tuned;playlist;44;317
2664;17-04-2022;19:00:00;fresh new music;new music friday nl;playlist;28;317
2665;17-04-2022;19:00:00;fresh new music;afro hits;playlist;32;317
2666;17-04-2022;19:00:00;fresh new music;hot new dance;playlist;30;317
2667;17-04-2022;19:00:00;fresh new music;classical new releases;playlist;31;317
2668;17-04-2022;19:00:00;fresh new music;most necessary;playlist;29;317
2669;17-04-2022;19:00:00;fresh new music;je moerstaal;playlist;33;317
2670;17-04-2022;19:00:00;fresh new music;just hits;playlist;31;317
2671;17-04-2022;19:00:00;featured charts;viral 50 netherlands;playlist;33;165
2672;17-04-2022;19:00:00;featured charts;top songs global;playlist;60;165
2673;17-04-2022;19:00:00;featured charts;top songs nederland;playlist;32;165
2674;17-04-2022;19:00:00;featured charts;viral 50 global;playlist;33;165
2675;17-04-2022;19:00:00;featured charts;top 50 global;playlist;58;165
2676;17-04-2022;19:00:00;workout;top hits workout;playlist;32;322
2677;17-04-2022;19:00:00;workout;beast mode;playlist;32;322
2678;17-04-2022;19:00:00;workout;workout;playlist;32;322
2679;17-04-2022;19:00:00;workout;fun run;playlist;32;322
2680;17-04-2022;19:00:00;workout;motivation mix;playlist;32;322
2681;17-04-2022;19:00:00;workout;power workout;playlist;30;322
2682;17-04-2022;19:00:00;workout;cardio;playlist;38;322
2683;17-04-2022;19:00:00;workout;run this town;playlist;32;322
2684;17-04-2022;19:00:00;workout;workout beats;playlist;12;322
2685;17-04-2022;19:00:00;workout;power hour;playlist;33;322
2686;17-04-2022;19:00:00;singalong;songs to sing in the shower;playlist;86;319
2687;17-04-2022;19:00:00;singalong;guilty pleasures;playlist;33;319
2688;17-04-2022;19:00:00;singalong;dj vu;playlist;33;319
2689;17-04-2022;19:00:00;singalong;kclub party;playlist;32;319
2690;17-04-2022;19:00:00;singalong;karaoke duets;playlist;33;319
2691;17-04-2022;19:00:00;singalong;singalong 90s to now;playlist;33;319
2692;17-04-2022;19:00:00;singalong;sing along kpop;playlist;14;319
2693;17-04-2022;19:00:00;singalong;classic pop picks;playlist;28;319
2694;17-04-2022;19:00:00;singalong;the 80s all lined up;playlist;31;319
2695;17-04-2022;19:00:00;recommended for you today;shes all i wanna be;single;27;309
2696;17-04-2022;19:00:00;recommended for you today;when youre gone;single;28;309
2697;17-04-2022;19:00:00;recommended for you today;sweetest pie;single;19;309
2698;17-04-2022;19:00:00;recommended for you today;complete mess;single;16;309
2699;17-04-2022;19:00:00;recommended for you today;high;single;16;309
2700;17-04-2022;19:00:00;recommended for you today;growing up is ;album;9;309
2701;17-04-2022;19:00:00;recommended for you today;freaky deaky;single;5;309
2702;17-04-2022;19:00:00;recommended for you today;fast times;single;5;309
2703;17-04-2022;19:00:00;recommended for you today;attention;single;14;309
2704;17-04-2022;19:00:00;recommended for you today;light switch instrumental;single;17;309
2705;17-04-2022;19:00:00;chill;t koffiehuis;playlist;45;318
2706;17-04-2022;19:00:00;chill;peaceful piano;playlist;65;318
2707;17-04-2022;19:00:00;chill;vibes;playlist;48;318
2708;17-04-2022;19:00:00;chill;lofi beats;playlist;72;318
2709;17-04-2022;19:00:00;chill;soft pop hits;playlist;34;318
2710;17-04-2022;19:00:00;chill;chilled rb;playlist;10;318
2711;17-04-2022;19:00:00;chill;chill vibes;playlist;22;318
2712;17-04-2022;19:00:00;chill;acoustic favorites;playlist;27;318
2713;17-04-2022;19:00:00;chill;chilled pop hits;playlist;4;318
2714;17-04-2022;19:00:00;instrumental;instrumental study;playlist;54;238
2715;17-04-2022;19:00:00;instrumental;lofi beats;playlist;72;238
2716;17-04-2022;19:00:00;instrumental;intense studying;playlist;25;238
2717;17-04-2022;19:00:00;instrumental;sleep;playlist;26;238
2718;17-04-2022;19:00:00;instrumental;piano in the background;playlist;11;238
2719;17-04-2022;19:00:00;instrumental;maximum concentration;playlist;25;238
2720;17-04-2022;19:00:00;instrumental;jazz vibes;;17;238
2721;17-04-2022;19:00:00;instrumental;peaceful meditation;playlist;27;238
2722;17-04-2022;19:00:00;instrumental;reading soundtrack;playlist;16;238
2723;18-04-2022;09:30:00;to get you started;doja cat mix;;8;138
2724;18-04-2022;09:30:00;to get you started;ed sheeran mix;;8;138
2725;18-04-2022;09:30:00;to get you started;jack harlow mix;;14;138
2726;18-04-2022;09:30:00;to get you started;lil nas x mix;;5;138
2727;18-04-2022;09:30:00;to get you started;lenoy mix;;5;138
2728;18-04-2022;09:30:00;to get you started;conan gray mix;;5;138
2729;18-04-2022;09:30:00;try something else;hot hits nl;playlist;25;279
2730;18-04-2022;09:30:00;try something else;top 50 netherlands;playlist;41;279
2731;18-04-2022;09:30:00;try something else;top 2000;playlist;29;279
2732;18-04-2022;09:30:00;try something else;todays top hits;playlist;43;279
2733;18-04-2022;09:30:00;try something else;top songs netherlands;playlist;32;279
2734;18-04-2022;09:30:00;try something else;top 50 global;playlist;58;279
2735;18-04-2022;09:30:00;try something else;songs to sing in the shower;playlist;86;279
2736;18-04-2022;09:30:00;try something else;top songs global;playlist;60;279
2737;18-04-2022;09:30:00;try something else;hit rewind;playlist;58;279
2738;18-04-2022;09:30:00;more like todays top hits;todays top hits;playlist;43;136
2739;18-04-2022;09:30:00;more like todays top hits;pop sauce;playlist;34;136
2740;18-04-2022;09:30:00;more like todays top hits;fresh  chill;playlist;16;136
2741;18-04-2022;09:30:00;more like todays top hits;summer 22;playlist;49;136
2742;18-04-2022;09:30:00;more like todays top hits;fresh pop;playlist;59;136
2743;18-04-2022;09:30:00;more like todays top hits;young  free;playlist;12;136
2744;18-04-2022;09:30:00;more like todays top hits;viral hits nl;playlist;29;136
2745;18-04-2022;09:30:00;more like todays top hits;chill pop;playlist;12;136
2746;18-04-2022;09:30:00;more like todays top hits;all new all now;playlist;15;136
2747;18-04-2022;09:30:00;more like todays top hits;singled out;playlist;15;136
2748;18-04-2022;09:30:00;suggested artists;gayle;artist;27;313
2749;18-04-2022;09:30:00;suggested artists;the kid laroi;artist;27;313
2750;18-04-2022;09:30:00;suggested artists;nicky youre;artist;21;313
2751;18-04-2022;09:30:00;suggested artists;olivia rodrigo;artist;27;313
2752;18-04-2022;09:30:00;suggested artists;dylan conrique;artist;21;313
2753;18-04-2022;09:30:00;suggested artists;glass animals;artist;27;313
2754;18-04-2022;09:30:00;suggested artists;elley duh;artist;27;313
2755;18-04-2022;09:30:00;suggested artists;tate mcrae;artist;25;313
2756;18-04-2022;09:30:00;suggested artists;robinson;artist;21;313
2757;18-04-2022;09:30:00;suggested artists;antoon;artist;20;313
2758;18-04-2022;09:30:00;more like imagine dragons;imagine dragons mix;playlist;10;70
2759;18-04-2022;09:30:00;more like imagine dragons;best of rock 2012;playlist;5;70
2760;18-04-2022;09:30:00;more like imagine dragons;all out 2010s;playlist;36;70
2761;18-04-2022;09:30:00;more like imagine dragons;10s allerbeste;playlist;7;70
2762;18-04-2022;09:30:00;more like imagine dragons;passenger;artist;4;70
2763;18-04-2022;09:30:00;more like imagine dragons;train;artist;8;70
2764;18-04-2022;09:30:00;more like imagine dragons;vance joy;artist;4;70
2765;18-04-2022;09:30:00;more like imagine dragons;of monsters and men;artist;4;70
2766;18-04-2022;09:30:00;more like imagine dragons;lukas graham;artist;4;70
2767;18-04-2022;09:30:00;more like imagine dragons;behind the light deluxe;album;4;70
2768;18-04-2022;09:30:00;throwback;hit rewind;playlist;58;318
2769;18-04-2022;09:30:00;throwback;all out 2000s;playlist;33;318
2770;18-04-2022;09:30:00;throwback;all out 2010s;playlist;36;318
2771;18-04-2022;09:30:00;throwback;throwback party;playlist;36;318
2772;18-04-2022;09:30:00;throwback;all out 90s;playlist;32;318
2773;18-04-2022;09:30:00;throwback;rock classics;playlist;42;318
2774;18-04-2022;09:30:00;throwback;i love my 2000s rb;playlist;13;318
2775;18-04-2022;09:30:00;throwback;top hits of 2017;playlist;13;318
2776;18-04-2022;09:30:00;more like ed sheeran;soft 10s;playlist;7;81
2777;18-04-2022;09:30:00;more like ed sheeran;lewis capaldi;playlist;4;81
2778;18-04-2022;09:30:00;more like ed sheeran;little mix;playlist;13;81
2779;18-04-2022;09:30:00;more like ed sheeran;alessia cara;playlist;4;81
2780;18-04-2022;09:30:00;more like ed sheeran;10s love songs;playlist;22;81
2781;18-04-2022;09:30:00;more like ed sheeran;mama acoustic;single;4;81
2782;18-04-2022;09:30:00;more like ed sheeran;rewrite the stars;single;4;81
2783;18-04-2022;09:30:00;more like ed sheeran;perspective;album;4;81
2784;18-04-2022;09:30:00;more like ed sheeran;songs to sing in the shower;playlist;86;81
2785;18-04-2022;09:30:00;more like jack harlow;best rap songs of 2019;playlist;9;170
2786;18-04-2022;09:30:00;more like jack harlow;quality control;artist;9;170
2787;18-04-2022;09:30:00;more like jack harlow;smino;artist;8;170
2788;18-04-2022;09:30:00;more like jack harlow;bas;artist;5;170
2789;18-04-2022;09:30:00;more like jack harlow;mike;artist;5;170
2790;18-04-2022;09:30:00;more like jack harlow;signed xoxo;playlist;8;170
2791;18-04-2022;09:30:00;more like jack harlow;war  leisure;album;5;170
2792;18-04-2022;09:30:00;more like jack harlow;rolling papers 2;album;5;170
2793;18-04-2022;09:30:00;more like jack harlow;a love letter to you 3;album;5;170
2794;18-04-2022;09:30:00;more like jack harlow;mellow bars;playlist;6;170
2795;18-04-2022;09:30:00;featured charts;top songs global;playlist;60;165
2796;18-04-2022;09:30:00;featured charts;top songs nederland;playlist;32;165
2797;18-04-2022;09:30:00;featured charts;top 50 global;playlist;58;165
2798;18-04-2022;09:30:00;featured charts;viral 50 global;playlist;33;165
2799;18-04-2022;09:30:00;featured charts;viral 50 netherlands;playlist;33;165
2800;18-04-2022;09:30:00;todays biggest hits;summer 22;playlist;49;291
2801;18-04-2022;09:30:00;todays biggest hits;mega hit mix;playlist;34;291
2802;18-04-2022;09:30:00;todays biggest hits;disney hits;playlist;32;291
2803;18-04-2022;09:30:00;todays biggest hits;beste van nl;playlist;36;291
2804;18-04-2022;09:30:00;todays biggest hits;rapcaviar;playlist;30;291
2805;18-04-2022;09:30:00;todays biggest hits;are  be;playlist;28;291
2806;18-04-2022;09:30:00;todays biggest hits;stay tuned;playlist;44;291
2807;18-04-2022;09:30:00;todays biggest hits;kpop on;playlist;5;291
2808;18-04-2022;09:30:00;todays biggest hits;viral hits;playlist;7;291
2809;18-04-2022;09:30:00;mood;chill hits;playlist;37;210
2810;18-04-2022;09:30:00;mood;happy tunes;playlist;34;210
2811;18-04-2022;09:30:00;mood;instrumental study;playlist;54;210
2812;18-04-2022;09:30:00;mood;life sucks;playlist;42;210
2813;18-04-2022;09:30:00;mood;t koffiehuis;playlist;45;210
2814;18-04-2022;09:30:00;mood;peaceful piano;playlist;65;210
2815;18-04-2022;09:30:00;mood;broken heart;playlist;31;210
2816;18-04-2022;09:30:00;mood;vibes;playlist;48;210
2817;18-04-2022;09:30:00;mood;songs to sing in the shower;playlist;86;210
2818;18-04-2022;09:30:00;recommended for you today;light switch;single;10;309
2819;18-04-2022;09:30:00;recommended for you today;shes all i wanna be;single;27;309
2820;18-04-2022;09:30:00;recommended for you today;when youre gone;single;28;309
2821;18-04-2022;09:30:00;recommended for you today;sweetest pie;single;19;309
2822;18-04-2022;09:30:00;recommended for you today;complete mess;single;16;309
2823;18-04-2022;09:30:00;recommended for you today;high;single;16;309
2824;18-04-2022;09:30:00;recommended for you today;freaky deaky;single;5;309
2825;18-04-2022;09:30:00;recommended for you today;fast times;single;5;309
2826;18-04-2022;09:30:00;recommended for you today;attention;single;14;309
2827;18-04-2022;09:30:00;fresh new music;new music friday nl;playlist;28;317
2828;18-04-2022;09:30:00;fresh new music;fresh pop;playlist;59;317
2829;18-04-2022;09:30:00;fresh new music;stay tuned;playlist;44;317
2830;18-04-2022;09:30:00;fresh new music;new music friday;playlist;35;317
2831;18-04-2022;09:30:00;fresh new music;afro hits;playlist;32;317
2832;18-04-2022;09:30:00;fresh new music;hot new dance;playlist;30;317
2833;18-04-2022;09:30:00;fresh new music;most necessary;playlist;29;317
2834;18-04-2022;09:30:00;fresh new music;classical new releases;playlist;31;317
2835;18-04-2022;09:30:00;fresh new music;je moerstaal;playlist;33;317
2836;18-04-2022;09:30:00;fresh new music;just hits;playlist;31;317
2837;18-04-2022;09:30:00;singalong;songs to sing in the shower;playlist;86;319
2838;18-04-2022;09:30:00;singalong;guilty pleasures;playlist;33;319
2839;18-04-2022;09:30:00;singalong;dj vu;playlist;33;319
2840;18-04-2022;09:30:00;singalong;kclub party;playlist;32;319
2841;18-04-2022;09:30:00;singalong;karaoke duets;playlist;33;319
2842;18-04-2022;09:30:00;singalong;singalong 90s to now;playlist;33;319
2843;18-04-2022;09:30:00;singalong;classic pop picks;playlist;28;319
2844;18-04-2022;09:30:00;singalong;sing along kpop;playlist;14;319
2845;18-04-2022;09:30:00;singalong;the 80s all lined up;playlist;31;319
2846;18-04-2022;09:30:00;workout;cardio;playlist;38;322
2847;18-04-2022;09:30:00;workout;run this town;playlist;32;322
2848;18-04-2022;09:30:00;workout;power hour;playlist;33;322
2849;18-04-2022;09:30:00;workout;workout beats;playlist;12;322
2850;18-04-2022;09:30:00;chill;t koffiehuis;playlist;45;318
2851;18-04-2022;09:30:00;chill;peaceful piano;playlist;65;318
2852;18-04-2022;09:30:00;chill;vibes;playlist;48;318
2853;18-04-2022;09:30:00;chill;lofi beats;playlist;72;318
2854;18-04-2022;09:30:00;chill;soft pop hits;playlist;34;318
2855;18-04-2022;09:30:00;chill;chilled rb;;10;318
2856;18-04-2022;09:30:00;chill;chill vibes;;22;318
2857;18-04-2022;09:30:00;chill;acoustic favorites;playlist;27;318
2858;18-04-2022;09:30:00;chill;chilled pop hits;;4;318
2859;18-04-2022;09:30:00;instrumental;instrumental study;playlist;54;238
2860;18-04-2022;09:30:00;instrumental;lofi beats;playlist;72;238
2861;18-04-2022;09:30:00;instrumental;intense studying;playlist;25;238
2862;18-04-2022;09:30:00;instrumental;sleep;playlist;26;238
2863;18-04-2022;09:30:00;instrumental;piano in the background;playlist;11;238
2864;18-04-2022;09:30:00;instrumental;maximum concentration;playlist;25;238
2865;18-04-2022;09:30:00;instrumental;jazz vibes;;17;238
2866;18-04-2022;09:30:00;instrumental;peaceful meditation;playlist;27;238
2867;18-04-2022;09:30:00;instrumental;reading soundtrack;playlist;16;238
2868;18-04-2022;13:15:00;to get you started;doja cat mix;;8;138
2869;18-04-2022;13:15:00;to get you started;ed sheeran mix;;8;138
2870;18-04-2022;13:15:00;to get you started;jack harlow mix;;14;138
2871;18-04-2022;13:15:00;to get you started;lil nas x mix;;5;138
2872;18-04-2022;13:15:00;to get you started;lenoy mix;;5;138
2873;18-04-2022;13:15:00;to get you started;conan gray mix;;5;138
2874;18-04-2022;13:15:00;try something else;hot hits nl;playlist;25;279
2875;18-04-2022;13:15:00;try something else;top 50 netherlands;playlist;41;279
2876;18-04-2022;13:15:00;try something else;top 2000;playlist;29;279
2877;18-04-2022;13:15:00;try something else;todays top hits;playlist;43;279
2878;18-04-2022;13:15:00;try something else;top songs netherlands;playlist;32;279
2879;18-04-2022;13:15:00;try something else;top 50 global;playlist;58;279
2880;18-04-2022;13:15:00;try something else;songs to sing in the shower;playlist;86;279
2881;18-04-2022;13:15:00;try something else;top songs global;playlist;60;279
2882;18-04-2022;13:15:00;try something else;hit rewind;playlist;58;279
2883;18-04-2022;13:15:00;more like pop rising;todays top hits;playlist;43;145
2884;18-04-2022;13:15:00;more like pop rising;pop sauce;playlist;34;145
2885;18-04-2022;13:15:00;more like pop rising;summer 22;playlist;49;145
2886;18-04-2022;13:15:00;more like pop rising;fresh  chill;playlist;16;145
2887;18-04-2022;13:15:00;more like pop rising;fresh pop;playlist;59;145
2888;18-04-2022;13:15:00;more like pop rising;viral hits nl;playlist;29;145
2889;18-04-2022;13:15:00;more like pop rising;all new all now;playlist;15;145
2890;18-04-2022;13:15:00;more like pop rising;singled out;playlist;15;145
2891;18-04-2022;13:15:00;more like pop rising;young  free;playlist;12;145
2892;18-04-2022;13:15:00;more like pop rising;chill pop;playlist;12;145
2893;18-04-2022;13:15:00;todays biggest hits;summer 22;playlist;49;291
2894;18-04-2022;13:15:00;todays biggest hits;beste van nl;playlist;36;291
2895;18-04-2022;13:15:00;todays biggest hits;disney hits;playlist;32;291
2896;18-04-2022;13:15:00;todays biggest hits;mega hit mix;playlist;34;291
2897;18-04-2022;13:15:00;todays biggest hits;rapcaviar;playlist;30;291
2898;18-04-2022;13:15:00;todays biggest hits;stay tuned;playlist;44;291
2899;18-04-2022;13:15:00;todays biggest hits;woordenschat;playlist;25;291
2900;18-04-2022;13:15:00;todays biggest hits;are  be;playlist;28;291
2901;18-04-2022;13:15:00;todays biggest hits;techno bunker;playlist;41;291
2902;18-04-2022;13:15:00;todays biggest hits;baila reggaeton;playlist;34;291
2903;18-04-2022;13:15:00;featured charts;top songs global;playlist;60;165
2904;18-04-2022;13:15:00;featured charts;top songs nederland;playlist;32;165
2905;18-04-2022;13:15:00;featured charts;top 50 global;playlist;58;165
2906;18-04-2022;13:15:00;featured charts;viral 50 global;playlist;33;165
2907;18-04-2022;13:15:00;featured charts;viral 50 netherlands;playlist;33;165
2908;18-04-2022;13:15:00;fresh new music;new music friday nl;playlist;28;317
2909;18-04-2022;13:15:00;fresh new music;stay tuned;playlist;44;317
2910;18-04-2022;13:15:00;fresh new music;fresh pop;playlist;59;317
2911;18-04-2022;13:15:00;fresh new music;new music friday;playlist;35;317
2912;18-04-2022;13:15:00;fresh new music;je moerstaal;playlist;33;317
2913;18-04-2022;13:15:00;fresh new music;hot new dance;playlist;30;317
2914;18-04-2022;13:15:00;fresh new music;most necessary;playlist;29;317
2915;18-04-2022;13:15:00;fresh new music;classical new releases;playlist;31;317
2916;18-04-2022;13:15:00;fresh new music;afro hits;playlist;32;317
2917;18-04-2022;13:15:00;fresh new music;karakter;playlist;18;317
2918;18-04-2022;13:15:00;more like imagine dragons;imagine dragons mix;playlist;10;70
2919;18-04-2022;13:15:00;more like imagine dragons;all out 2010s;playlist;36;70
2920;18-04-2022;13:15:00;more like imagine dragons;10s allerbeste;playlist;7;70
2921;18-04-2022;13:15:00;more like imagine dragons;vance joy;artist;4;70
2922;18-04-2022;13:15:00;more like imagine dragons;best of rock 2012;playlist;5;70
